User_ID,Signup_Date,Region,Acquisition_Channel,Watch_Time_Mins,Quizzes_Completed,Converted_To_Paid,Subscription_Tier,Total_Revenue_INR
USR000047,2024-01-01 00:00:00,West,YouTube Organic,9.0,1,0,None (Expired Trial),0.0
USR000048,2024-01-01 00:00:00,North,Google Ads,62.53,6,1,Premium Monthly,999.0
USR000049,2024-01-01 00:00:00,East,Meta Ads,216.81,27,1,Premium Annual,7999.0
USR000050,2024-01-01 00:00:00,South,YouTube Organic,106.16,10,0,None (Expired Trial),0.0
USR000051,2024-01-01 00:00:00,North,Google Ads,14.64,1,0,None (Expired Trial),0.0
USR000052,2024-01-01 00:00:00,East,LinkedIn Business,79.8,9,1,Basic Monthly,499.0
USR000053,2024-01-01 00:00:00,North,Meta Ads,88.5,8,1,Premium Monthly,999.0
USR000054,2024-01-01 00:00:00,South,Meta Ads,80.44,4,0,None (Expired Trial),0.0
USR000055,2024-01-01 00:00:00,East,Google Ads,68.28,4,0,None (Expired Trial),0.0
USR000056,2024-01-01 00:00:00,North,YouTube Organic,53.4,3,0,None (Expired Trial),0.0
USR000057,2024-01-01 00:00:00,West,Meta Ads,45.93,2,0,None (Expired Trial),0.0
USR000058,2024-01-01 00:00:00,West,YouTube Organic,47.01,6,1,Basic Monthly,499.0
USR000059,2024-01-01 00:00:00,North,Meta Ads,9.99,1,0,None (Expired Trial),0.0
USR000060,2024-01-01 00:00:00,South,Meta Ads,82.84,9,1,Premium Annual,7999.0
USR000061,2024-01-01 00:00:00,South,Meta Ads,101.36,13,1,Basic Monthly,499.0
USR000062,2024-01-01 00:00:00,South,YouTube Organic,87.0,7,1,Basic Monthly,499.0
USR000063,2024-01-01 00:00:00,South,Meta Ads,124.86,14,1,Basic Monthly,499.0
USR000064,2024-01-01 00:00:00,North,Google Ads,81.63,5,1,Basic Monthly,499.0
USR000065,2024-01-01 00:00:00,West,Google Ads,43.69,4,1,Basic Monthly,499.0
USR000066,2024-01-01 00:00:00,North,YouTube Organic,36.56,2,0,None (Expired Trial),0.0
USR000067,2024-01-01 00:00:00,North,Google Ads,43.83,6,0,None (Expired Trial),0.0
USR000068,2024-01-01 00:00:00,east,Meta Ads,28.69,3,0,None (Expired Trial),0.0
USR000069,2024-01-01 00:00:00,East,Google Ads,21.02,2,0,None (Expired Trial),0.0
USR000070,2024-01-01 00:00:00,West,Google Ads,,8,0,None (Expired Trial),0.0
USR000071,2024-01-01 00:00:00,East,Google Ads,100.82,11,1,Premium Monthly,999.0
USR000072,2024-01-01 00:00:00,North,Meta Ads,85.44,11,1,Basic Monthly,499.0
USR000073,2024-01-01 00:00:00,West,,62.13,8,0,None (Expired Trial),0.0
USR000074,2024-01-01 00:00:00,South,Google Ads,34.19,2,0,None (Expired Trial),0.0
USR000075,2024-01-01 00:00:00,East,Meta Ads,63.25,7,0,None (Expired Trial),0.0
USR000076,2024-01-01 00:00:00,North,Meta Ads,10.09,1,0,None (Expired Trial),0.0
USR000077,2024-01-01 00:00:00,North,Meta Ads,38.25,4,0,None (Expired Trial),0.0
USR000078,2024-01-01 00:00:00,East,Meta Ads,78.21,6,0,None (Expired Trial),0.0
USR000079,2024-01-01 00:00:00,South,Meta Ads,17.24,2,0,None (Expired Trial),0.0
USR000080,2024-01-01 00:00:00,North,Meta Ads,8.06,0,0,None (Expired Trial),0.0
USR000081,2024-01-01 00:00:00,East,Meta Ads,65.75,6,0,None (Expired Trial),0.0
USR000082,2024-01-01 00:00:00,North,Google Ads,65.55,9,1,Basic Monthly,499.0
USR000083,2024-01-01 00:00:00,North,Google Ads,13.98,0,0,None (Expired Trial),0.0
USR000084,2024-01-01 00:00:00,South,YouTube Organic,54.72,4,1,Premium Monthly,999.0
USR000085,2024-01-01 00:00:00,East,Google Ads,123.34,15,1,Basic Monthly,499.0
USR000086,2024-01-01 00:00:00,North,Meta Ads,17.72,2,0,None (Expired Trial),0.0
USR000087,2024-01-01 00:00:00,South,Google Ads,23.73,2,1,Basic Monthly,499.0
USR000088,2024-01-01 00:00:00,North,Meta Ads,16.4,1,0,None (Expired Trial),0.0
USR000089,2024-01-01 00:00:00,North,Google Ads,132.37,19,1,Basic Monthly,499.0
USR000090,2024-01-01 00:00:00,S_Reg,Google Ads,39.16,4,0,None (Expired Trial),0.0
USR000091,2024-01-01 00:00:00,East,YouTube Organic,,1,0,None (Expired Trial),0.0
USR000092,2024-01-01 00:00:00,North,LinkedIn Business,71.25,4,1,Basic Monthly,499.0
USR000093,2024-01-01 00:00:00,South,Google Ads,26.94,3,0,None (Expired Trial),0.0
USR000094,2024-01-01 00:00:00,South,Google Ads,56.15,5,0,None (Expired Trial),0.0
USR000095,2024-01-01 00:00:00,W_Reg,Google Ads,83.96,9,1,Premium Monthly,999.0
USR000096,2024-01-01 00:00:00,East,Meta Ads,50.79,6,0,None (Expired Trial),0.0
USR000097,2024-01-01 00:00:00,North,Google Ads,94.17,5,0,None (Expired Trial),0.0
USR000098,2024-01-01 00:00:00,South,Google Ads,28.59,2,0,None (Expired Trial),0.0
USR000099,2024-01-01 00:00:00,East,,12.52,0,0,None (Expired Trial),0.0
USR000100,2024-01-01 00:00:00,West,Google Ads,22.95,1,0,None (Expired Trial),0.0
USR000101,2024-01-01 00:00:00,north,Meta Ads,266.12,24,1,Basic Monthly,499.0
USR000102,2024-01-01 00:00:00,South,LinkedIn Business,51.99,5,0,None (Expired Trial),0.0
USR000103,2024-01-01 00:00:00,West,Meta Ads,28.33,2,0,None (Expired Trial),0.0
USR000104,2024-01-01 00:00:00,North,Google Ads,54.68,3,1,Basic Monthly,499.0
USR000105,2024-01-01 00:00:00,North,Google Ads,80.77,9,0,None (Expired Trial),0.0
USR000106,2024-01-01 00:00:00,South,Meta Ads,39.59,2,0,None (Expired Trial),0.0
USR000107,2024-01-01 00:00:00,West,YouTube Organic,20.9,2,0,None (Expired Trial),0.0
USR000108,2024-01-01 00:00:00,East,Google Ads,17.89,1,0,None (Expired Trial),0.0
USR000109,2024-01-01 00:00:00,South,Meta Ads,148.46,20,1,Basic Monthly,499.0
USR000110,2024-01-01 00:00:00,North,Meta Ads,49.33,2,0,None (Expired Trial),0.0
USR000111,2024-01-01 00:00:00,South,Google Ads,45.73,6,1,Basic Monthly,499.0
USR000112,2024-01-01 00:00:00,North,Meta Ads,119.95,8,1,Basic Monthly,499.0
USR000113,2024-01-01 00:00:00,North,YouTube Organic,54.08,5,1,Basic Monthly,499.0
USR000114,2024-01-01 00:00:00,South,Meta Ads,23.89,1,0,None (Expired Trial),0.0
USR000115,2024-01-01 00:00:00,North,Google Ads,46.52,4,0,None (Expired Trial),0.0
USR000116,2024-01-01 00:00:00,North,Google Ads,82.24,5,0,None (Expired Trial),0.0
USR000117,2024-01-01 00:00:00,East,Google Ads,42.95,4,0,None (Expired Trial),0.0
USR000118,2024-01-01 00:00:00,East,YouTube Organic,29.49,4,0,None (Expired Trial),0.0
USR000119,2024-01-01 00:00:00,South,Meta Ads,80.97,11,1,Basic Monthly,499.0
USR000120,2024-01-01 00:00:00,West,Meta Ads,22.98,3,0,None (Expired Trial),0.0
USR000121,2024-01-01 00:00:00,North,Meta Ads,22.87,3,0,None (Expired Trial),0.0
USR000122,2024-01-01 00:00:00,North,YouTube Organic,35.49,2,0,None (Expired Trial),0.0
USR000123,2024-01-01 00:00:00,South,Meta Ads,23.25,3,0,None (Expired Trial),0.0
USR000124,2024-01-01 00:00:00,North,Google Ads,95.06,12,1,Basic Monthly,499.0
USR000125,2024-01-01 00:00:00,west,Meta Ads,72.17,4,1,Premium Annual,7999.0
USR000126,2024-01-02 00:00:00,South,YouTube Organic,39.37,5,0,None (Expired Trial),0.0
USR000127,2024-01-02 00:00:00,north,Meta Ads,84.35,6,0,None (Expired Trial),0.0
USR000128,2024-01-02 00:00:00,South,Google Ads,18.38,2,0,None (Expired Trial),0.0
USR000129,2024-01-02 00:00:00,North,,76.15,9,1,Premium Monthly,999.0
USR000130,2024-01-02 00:00:00,North,LinkedIn Business,75.65,6,0,None (Expired Trial),0.0
USR000131,2024-01-02 00:00:00,South,Google Ads,34.13,4,0,None (Expired Trial),0.0
USR000132,2024-01-02 00:00:00,S_Reg,YouTube Organic,24.9,3,0,None (Expired Trial),0.0
USR000133,2024-01-02 00:00:00,South,Meta Ads,38.21,3,0,None (Expired Trial),0.0
USR000134,2024-01-02 00:00:00,South,Google Ads,39.55,4,0,None (Expired Trial),0.0
USR000135,2024-01-02 00:00:00,East ,Google Ads,30.91,1,0,None (Expired Trial),0.0
USR000136,2024-01-02 00:00:00,North,Google Ads,17.93,2,0,None (Expired Trial),0.0
USR000137,2024-01-02 00:00:00,E_Reg,Google Ads,107.42,12,1,Premium Monthly,999.0
USR000138,2024-01-02 00:00:00,North,Meta Ads,7.19,0,0,None (Expired Trial),0.0
USR000139,2024-01-02 00:00:00,North,Meta Ads,52.56,6,0,None (Expired Trial),0.0
USR000140,2024-01-02 00:00:00,South,Meta Ads,93.03,10,1,Premium Monthly,999.0
USR000141,2024-01-02 00:00:00,West,Meta Ads,37.38,5,1,Premium Annual,7999.0
USR000142,2024-01-02 00:00:00,North,YouTube Organic,73.11,8,0,None (Expired Trial),0.0
USR000143,2024-01-02 00:00:00,East,Meta Ads,40.35,3,0,None (Expired Trial),0.0
USR000144,2024-01-02 00:00:00,East,Google Ads,148.02,9,1,Premium Annual,7999.0
USR000145,2024-01-02 00:00:00,South,YouTube Organic,26.37,3,0,None (Expired Trial),0.0
USR000146,2024-01-02 00:00:00,North,YouTube Organic,135.72,15,1,Premium Monthly,999.0
USR000147,2024-01-02 00:00:00,South,Meta Ads,33.27,2,0,None (Expired Trial),0.0
USR000148,2024-01-02 00:00:00,North,Meta Ads,25.54,2,0,None (Expired Trial),0.0
USR000149,2024-01-02 00:00:00,North,Meta Ads,49.19,3,1,Basic Monthly,499.0
USR000150,2024-01-02 00:00:00,East,Meta Ads,42.56,6,1,Basic Monthly,499.0
USR000151,2024-01-02 00:00:00,East,LinkedIn Business,31.11,2,0,None (Expired Trial),0.0
USR000152,2024-01-02 00:00:00,West,Google Ads,46.4,4,1,Premium Annual,7999.0
USR000153,2024-01-02 00:00:00,North,Meta Ads,30.43,3,0,None (Expired Trial),0.0
USR000154,2024-01-02 00:00:00,South,Google Ads,9.29,1,0,None (Expired Trial),0.0
USR000155,2024-01-02 00:00:00,North,Google Ads,20.52,2,0,None (Expired Trial),0.0
USR000156,2024-01-02 00:00:00,South,Google Ads,214.63,24,0,None (Expired Trial),0.0
USR000157,2024-01-02 00:00:00,South,Google Ads,24.17,2,0,None (Expired Trial),0.0
USR000158,2024-01-02 00:00:00,South,YouTube Organic,29.41,2,0,None (Expired Trial),0.0
USR000159,2024-01-02 00:00:00,South,LinkedIn Business,46.73,6,1,Basic Monthly,499.0
USR000160,2024-01-02 00:00:00,East,LinkedIn Business,145.05,18,1,Premium Monthly,999.0
USR000161,2024-01-02 00:00:00,South ,Google Ads,43.76,4,0,None (Expired Trial),0.0
USR000162,2024-01-02 00:00:00,South,YouTube Organic,138.95,7,0,None (Expired Trial),0.0
USR000163,2024-01-02 00:00:00,East,Google Ads,43.13,6,0,None (Expired Trial),0.0
USR000164,2024-01-02 00:00:00,North,Google Ads,20.51,3,0,None (Expired Trial),0.0
USR000165,2024-01-02 00:00:00,North,Meta Ads,89.67,13,0,None (Expired Trial),0.0
USR000166,2024-01-02 00:00:00,South ,Meta Ads,16.52,1,0,None (Expired Trial),0.0
USR000167,2024-01-02 00:00:00,East,Meta Ads,48.68,5,0,None (Expired Trial),0.0
USR000168,2024-01-02 00:00:00,South,Google Ads,68.48,6,0,None (Expired Trial),0.0
USR000169,2024-01-02 00:00:00,North,LinkedIn Business,36.61,5,0,None (Expired Trial),0.0
USR000170,2024-01-02 00:00:00,West,YouTube Organic,69.77,7,1,Basic Monthly,499.0
USR000171,2024-01-02 00:00:00,East,Meta Ads,91.75,6,0,None (Expired Trial),0.0
USR000172,2024-01-02 00:00:00,East,,37.68,4,0,None (Expired Trial),0.0
USR000173,2024-01-02 00:00:00,South,Meta Ads,132.47,13,1,Basic Monthly,499.0
USR000174,2024-01-02 00:00:00,South,Google Ads,79.4,11,1,Basic Monthly,499.0
USR000175,2024-01-02 00:00:00,West,Google Ads,34.63,3,0,None (Expired Trial),0.0
USR000176,2024-01-02 00:00:00,South,LinkedIn Business,17.55,2,0,None (Expired Trial),0.0
USR000177,2024-01-02 00:00:00,North,Google Ads,146.99,17,1,Basic Monthly,499.0
USR000178,2024-01-02 00:00:00,West,Google Ads,34.98,4,0,None (Expired Trial),0.0
USR000179,2024-01-02 00:00:00,South,Meta Ads,55.29,5,0,None (Expired Trial),0.0
USR000180,2024-01-02 00:00:00,North,YouTube Organic,22.7,2,1,Basic Monthly,499.0
USR000181,2024-01-02 00:00:00,South,YouTube Organic,181.3,25,1,Premium Monthly,999.0
USR000182,2024-01-02 00:00:00,North,Meta Ads,115.21,6,0,None (Expired Trial),0.0
USR000183,2024-01-02 00:00:00,South,Google Ads,25.39,3,0,None (Expired Trial),0.0
USR000184,2024-01-02 00:00:00,East,LinkedIn Business,114.87,10,1,Premium Monthly,999.0
USR000185,2024-01-02 00:00:00,South,Google Ads,58.91,3,1,Premium Annual,7999.0
USR000186,2024-01-02 00:00:00,South,LinkedIn Business,30.3,1,0,None (Expired Trial),0.0
USR000187,2024-01-02 00:00:00,West,LinkedIn Business,57.6,7,0,None (Expired Trial),0.0
USR000188,2024-01-02 00:00:00,West,Google Ads,66.77,5,1,Basic Monthly,499.0
USR000189,2024-01-02 00:00:00,North,Google Ads,73.41,3,0,None (Expired Trial),0.0
USR000190,2024-01-02 00:00:00,South,YouTube Organic,125.33,14,1,Premium Monthly,999.0
USR000191,2024-01-02 00:00:00,West,Meta Ads,57.28,2,1,Basic Monthly,499.0
USR000192,2024-01-02 00:00:00,North,Meta Ads,24.95,2,0,None (Expired Trial),0.0
USR000193,2024-01-02 00:00:00,North,YouTube Organic,18.61,2,0,None (Expired Trial),0.0
USR000194,2024-01-02 00:00:00,South,Google Ads,125.93,13,1,Premium Monthly,999.0
USR000195,2024-01-02 00:00:00,North,Google Ads,91.39,11,1,Basic Monthly,499.0
USR000196,2024-01-02 00:00:00,North,YouTube Organic,38.9,3,0,None (Expired Trial),0.0
USR000197,2024-01-02 00:00:00,South,Meta Ads,19.75,2,0,None (Expired Trial),0.0
USR000198,2024-01-02 00:00:00,N_Reg,Meta Ads,60.68,8,1,Premium Monthly,999.0
USR000199,2024-01-02 00:00:00,East,Google Ads,244.86,15,1,Basic Monthly,499.0
USR000200,2024-01-02 00:00:00,North,Meta Ads,16.1,1,0,None (Expired Trial),0.0
USR000201,2024-01-02 00:00:00,North,Google Ads,79.48,8,1,Premium Monthly,999.0
USR000202,2024-01-02 00:00:00,East,Meta Ads,35.59,3,0,None (Expired Trial),0.0
USR000203,2024-01-02 00:00:00,South,Google Ads,53.12,5,0,None (Expired Trial),0.0
USR000204,2024-01-02 00:00:00,East,Google Ads,52.54,4,0,None (Expired Trial),0.0
USR000205,2024-01-02 00:00:00,South,Meta Ads,19.52,1,0,None (Expired Trial),0.0
USR000206,2024-01-02 00:00:00,North,,17.03,2,0,None (Expired Trial),0.0
USR000207,2024-01-02 00:00:00,North,YouTube Organic,-26.33,3,0,None (Expired Trial),0.0
USR000208,2024-01-02 00:00:00,E_Reg,Google Ads,87.67,9,1,Basic Monthly,499.0
USR000209,2024-01-02 00:00:00,South,,76.48,6,1,Basic Monthly,499.0
USR000210,2024-01-02 00:00:00,West,Google Ads,32.97,3,0,None (Expired Trial),0.0
USR000211,2024-01-02 00:00:00,West,YouTube Organic,74.47,9,0,None (Expired Trial),0.0
USR000212,2024-01-02 00:00:00,North,LinkedIn Business,17.44,1,0,None (Expired Trial),0.0
USR000213,2024-01-02 00:00:00,West,Google Ads,140.39,15,1,Premium Monthly,999.0
USR000214,2024-01-02 00:00:00,North,Meta Ads,25.05,2,0,None (Expired Trial),0.0
USR000215,2024-01-02 00:00:00,South,Google Ads,77.83,11,1,Premium Annual,7999.0
USR000216,2024-01-02 00:00:00,South,Google Ads,72.19,7,0,None (Expired Trial),0.0
USR000217,2024-01-02 00:00:00,North,YouTube Organic,89.65,10,1,Premium Monthly,999.0
USR000218,2024-01-02 00:00:00,North,Google Ads,38.52,3,0,None (Expired Trial),0.0
USR000219,2024-01-02 00:00:00,South,LinkedIn Business,32.94,3,0,None (Expired Trial),0.0
USR000220,2024-01-02 00:00:00,East,Google Ads,30.58,2,0,None (Expired Trial),0.0
USR000221,2024-01-02 00:00:00,North,Meta Ads,36.6,4,0,None (Expired Trial),0.0
USR000222,2024-01-02 00:00:00,South,YouTube Organic,14.59,0,1,Premium Monthly,999.0
USR000223,2024-01-02 00:00:00,South,Meta Ads,53.08,2,1,Basic Monthly,499.0
USR000224,2024-01-02 00:00:00,East,Meta Ads,17.84,1,0,None (Expired Trial),0.0
USR000225,2024-01-02 00:00:00,S_Reg,Google Ads,64.19,8,0,None (Expired Trial),0.0
USR000226,2024-01-02 00:00:00,West,Meta Ads,99.72,5,0,None (Expired Trial),0.0
USR000227,2024-01-02 00:00:00,West,Meta Ads,13.83,0,0,None (Expired Trial),0.0
USR000228,2024-01-02 00:00:00,West,Meta Ads,118.72,7,0,None (Expired Trial),0.0
USR000229,2024-01-02 00:00:00,North,LinkedIn Business,44.41,3,1,Premium Monthly,999.0
USR000230,2024-01-02 00:00:00,South,Meta Ads,84.9,7,0,None (Expired Trial),0.0
USR000231,2024-01-02 00:00:00,South ,YouTube Organic,41.06,3,1,Basic Monthly,499.0
USR000232,2024-01-02 00:00:00,West,Google Ads,38.24,5,1,Premium Monthly,999.0
USR000233,2024-01-02 00:00:00,South,Meta Ads,20.0,2,0,None (Expired Trial),0.0
USR000234,2024-01-02 00:00:00,South,LinkedIn Business,57.36,5,0,None (Expired Trial),0.0
USR000235,2024-01-02 00:00:00,South,LinkedIn Business,32.31,3,0,None (Expired Trial),0.0
USR000236,2024-01-02 00:00:00,North,Google Ads,19.96,2,0,None (Expired Trial),0.0
USR000237,2024-01-02 00:00:00,South,Google Ads,13.02,1,0,None (Expired Trial),0.0
USR000238,2024-01-02 00:00:00,North,,31.96,2,0,None (Expired Trial),0.0
USR000239,2024-01-02 00:00:00,North,Google Ads,44.93,2,0,None (Expired Trial),0.0
USR000240,2024-01-02 00:00:00,North,Google Ads,20.38,2,0,None (Expired Trial),0.0
USR000241,2024-01-02 00:00:00,North,Meta Ads,216.39,31,1,Premium Annual,7999.0
USR000242,2024-01-02 00:00:00,North,Meta Ads,25.29,2,0,None (Expired Trial),0.0
USR000243,2024-01-02 00:00:00,East,Google Ads,18.94,2,0,None (Expired Trial),0.0
USR000244,2024-01-02 00:00:00,West,Meta Ads,,2,0,None (Expired Trial),0.0
USR000245,2024-01-02 00:00:00,East,,120.45,8,0,None (Expired Trial),0.0
USR000246,2024-01-02 00:00:00,North,Google Ads,69.04,8,0,None (Expired Trial),0.0
USR000247,2024-01-02 00:00:00,North,Google Ads,66.77,7,1,Premium Annual,7999.0
USR000248,2024-01-02 00:00:00,South,YouTube Organic,56.25,6,1,Basic Monthly,499.0
USR000249,2024-01-02 00:00:00,West,YouTube Organic,13.86,1,0,None (Expired Trial),0.0
USR000250,2024-01-02 00:00:00,North,YouTube Organic,32.69,3,0,None (Expired Trial),0.0
USR000251,2024-01-02 00:00:00,South,YouTube Organic,269.43,38,1,Premium Annual,7999.0
USR000252,2024-01-02 00:00:00,South,LinkedIn Business,29.78,3,0,None (Expired Trial),0.0
USR000253,2024-01-02 00:00:00,West ,Google Ads,90.83,12,1,Premium Monthly,999.0
USR000254,2024-01-02 00:00:00,South,Google Ads,64.7,3,0,None (Expired Trial),0.0
USR000255,2024-01-02 00:00:00,East,Meta Ads,9.3,0,0,None (Expired Trial),0.0
USR000256,2024-01-02 00:00:00,North,Meta Ads,126.45,7,1,Premium Monthly,999.0
USR000257,2024-01-02 00:00:00,North ,Meta Ads,25.56,1,0,None (Expired Trial),0.0
USR000258,2024-01-02 00:00:00,South,Google Ads,29.29,3,0,None (Expired Trial),0.0
USR000259,2024-01-02 00:00:00,East,YouTube Organic,20.86,2,0,None (Expired Trial),0.0
USR000260,2024-01-02 00:00:00,West,Meta Ads,28.48,4,0,None (Expired Trial),0.0
USR000261,2024-01-03 00:00:00,South,Meta Ads,83.93,9,0,None (Expired Trial),0.0
USR000262,2024-01-03 00:00:00,North,Meta Ads,29.73,2,0,None (Expired Trial),0.0
USR000263,2024-01-03 00:00:00,South,Google Ads,53.54,7,1,Premium Monthly,999.0
USR000264,2024-01-03 00:00:00,East,Meta Ads,63.32,8,0,None (Expired Trial),0.0
USR000265,2024-01-03 00:00:00,East,YouTube Organic,79.6,5,1,Premium Monthly,999.0
USR000266,2024-01-03 00:00:00,West,Meta Ads,37.98,2,0,None (Expired Trial),0.0
USR000267,2024-01-03 00:00:00,North,Google Ads,37.33,4,0,None (Expired Trial),0.0
USR000268,2024-01-03 00:00:00,East,Google Ads,22.29,1,0,None (Expired Trial),0.0
USR000269,2024-01-03 00:00:00,North,YouTube Organic,8.05,0,0,None (Expired Trial),0.0
USR000270,2024-01-03 00:00:00,north,YouTube Organic,28.85,1,0,None (Expired Trial),0.0
USR000271,2024-01-03 00:00:00,North,YouTube Organic,19.26,2,0,None (Expired Trial),0.0
USR000272,2024-01-03 00:00:00,East,YouTube Organic,25.03,3,0,None (Expired Trial),0.0
USR000273,2024-01-03 00:00:00,West,Google Ads,22.55,2,0,None (Expired Trial),0.0
USR000274,2024-01-03 00:00:00,North,Meta Ads,56.69,3,0,None (Expired Trial),0.0
USR000275,2024-01-03 00:00:00,East,Meta Ads,68.89,8,0,None (Expired Trial),0.0
USR000276,2024-01-03 00:00:00,North,YouTube Organic,31.66,2,0,None (Expired Trial),0.0
USR000277,2024-01-03 00:00:00,South,Meta Ads,168.33,19,1,Basic Monthly,499.0
USR000278,2024-01-03 00:00:00,East,Meta Ads,76.65,9,1,Basic Monthly,499.0
USR000279,2024-01-03 00:00:00,South,Meta Ads,364.59,44,1,Premium Monthly,999.0
USR000280,2024-01-03 00:00:00,North,Meta Ads,27.64,2,0,None (Expired Trial),0.0
USR000281,2024-01-03 00:00:00,West,Meta Ads,37.93,4,0,None (Expired Trial),0.0
USR000282,2024-01-03 00:00:00,South,YouTube Organic,17.36,1,0,None (Expired Trial),0.0
USR000283,2024-01-03 00:00:00,West,Google Ads,14.32,1,0,None (Expired Trial),0.0
USR000284,2024-01-03 00:00:00,West,Meta Ads,18.27,1,0,None (Expired Trial),0.0
USR000285,2024-01-03 00:00:00,West,Google Ads,41.18,4,0,None (Expired Trial),0.0
USR000286,2024-01-03 00:00:00,South,Google Ads,79.74,11,1,Basic Monthly,499.0
USR000287,2024-01-03 00:00:00,West,Google Ads,111.99,8,1,Basic Monthly,499.0
USR000288,2024-01-03 00:00:00,West,Meta Ads,32.2,4,0,None (Expired Trial),0.0
USR000289,2024-01-03 00:00:00,North,Meta Ads,45.33,5,0,None (Expired Trial),0.0
USR000290,2024-01-03 00:00:00,West,Google Ads,84.92,10,1,Premium Annual,7999.0
USR000291,2024-01-03 00:00:00,east,Meta Ads,87.11,12,1,Basic Monthly,499.0
